teks,is_left,is_center,is_right,is_biased
"Tanggapan tersebut, yang baru diketahui oleh Amerika beberapa hari kemudian, akan mencakup tindakan yang secara luas dipandang sebagai peningkatan agresi di wilayah tersebut dan bukannya meringankannya: Serangan pesawat tak berawak AS yang menargetkan Mayor Jenderal Iran Qasem Soleimani, pemimpin paling kuat kedua di Iran dan komandan Pasukan Quds Korps Garda Revolusi Islam.",0,1,0,0
"Di McDonald's, kompensasi yang diterima CEO Stephen Easterbrook adalah 2.124 kali lipat dari gaji rata-rata karyawan perusahaan tersebut — seorang pekerja paruh waktu yang tinggal di Hongaria yang memperoleh penghasilan $7.473.",0,1,0,0
"DPR yang dipimpin Partai Demokrat pada Rabu mendukung undang-undang pengendalian senjata besar-besaran yang pertama dalam beberapa tahun terakhir, namun Partai Republik memanfaatkan perdebatan mengenai undang-undang tersebut untuk mencoba memusatkan perhatian pada imigrasi ilegal.",0,1,0,0
"Trump, yang membantah tuduhan bahwa ia memecat Comey dalam upaya menutupi dugaan kerja sama antara tim kampanyenya dan Rusia, pada hari Jumat juga mengatakan bahwa Nixon melakukan kesalahan dengan memecat sejumlah pembantunya yang akhirnya memberikan bukti yang memberatkannya.",0,1,0,0
"Namun ideologi gender dengan cepat mendapatkan kekuasaan, dibantu oleh sumbangan besar dari individu kaya dan perusahaan medis.",0,0,1,0
Banyak pemilih Partai Demokrat mengatakan mereka percaya bahwa seksisme membuat perempuan lebih sulit untuk menang dibandingkan laki-laki.,1,0,0,0
"Save the Children membuat beberapa rekomendasi yang ditujukan kepada pemerintah dan kelompok bersenjata untuk menjamin perlindungan anak-anak, mendesak mereka untuk berkomitmen untuk tidak merekrut pejuang di bawah usia 18 tahun dan menghindari penggunaan senjata peledak di daerah padat penduduk.",0,0,1,0
Presiden AS Donald Trump mendarat di London pada hari Senin untuk menghadiri KTT NATO. Ratu Elizabeth akan menjamu para pemimpin NATO di Istana Buckingham pada hari Selasa.,0,1,0,0
"Presiden Donald Trump menyampaikan belasungkawa kepada keluarga Ahmaud Arbery, seorang pria kulit hitam berusia 25 tahun di Georgia yang terbunuh setelah dikejar oleh dua pria kulit putih bersenjata saat dia sedang jogging. Trump mengatakan dia akan menerima ""laporan lengkap"" malam ini.",0,1,0,0
"Seorang pejabat AS, yang berbicara tanpa mau disebutkan namanya, membenarkan bahwa sejumlah opsi sedang dibahas tetapi opsi tersebut belum sampai ke tingkat tim keamanan nasional Trump atau dibawa ke presiden.",0,1,0,0
"Meskipun Brasil telah memimpin serangan langsung terhadap Amazon, dan Bolsonaro menambahkan elemen rasial dalam serangannya terhadap masyarakat adat, tekanan untuk membuka hutan Amazon untuk pertanian, penebangan kayu, dan pertambangan tidak hanya terbatas pada Brasil.",1,0,0,0
"Soule harus berada di enam pelari teratas untuk maju, tetapi berada di urutan kedelapan karena dua laki-laki kandung juga bersaing sebagai perempuan transgender.",0,0,1,0
"Senator Bernie Sanders, I-Vt., mengejar Pete Buttigieg pada hari Jumat atas dukungan mantan walikota South Bend dari para donor besar di acara terakhir “Politics & Eggs” Institut Politik New Hampshire dalam siklus tersebut.",1,0,0,0
"Pekan lalu, pendiri Barstool Sports Dave Portnoy merilis video berdurasi tiga menit yang berisi kecaman keras terhadap lockdown yang sedang berlangsung. Poin dasar Portnoy adalah bahwa tiang gawang telah bergeser dari “meratakan kurva” menjadi “menemukan obatnya.”",0,0,1,0
"Secara kebetulan, banyak anggota parlemen Partai Republik yang memilih pemotongan pajak terbesar yang ditandatangani oleh Trump secara pribadi memiliki beberapa saham yang sama yang nilainya meningkat secara signifikan.",1,0,0,0
"Partai Demokrat dan Republik berdiri dan bertepuk tangan setelah Perwakilan Illinois Rodney Davis, petinggi Partai Republik di Komite Administrasi DPR, memberi hormat kepada Haaland karena membuat sejarah sebagai wanita penduduk asli Amerika pertama yang memimpin majelis tersebut.",0,1,0,0
"Sebagai seorang sosialis Demokrat, Senator Bernie Sanders, I-Vt., telah blak-blakan tentang kesenjangan ekonomi.",0,0,1,0
"Dalam segmen tersebut, Colbert juga meratapi kenyataan bahwa Barack Obama bukan lagi presiden.",0,0,1,0
"Meskipun dakwaan terhadap seorang wanita atas keguguran yang dialaminya sendiri merupakan hal yang tidak biasa di Alabama, bukan hal yang aneh bagi jaksa penuntut untuk menuntut seseorang atas pembunuhan meskipun mereka tidak pernah membunuh siapa pun.",0,1,0,0
Para hakim menolak tantangan dari kelompok hak kepemilikan senjata.,1,0,0,0
"Setelah penembakan di El Paso, yang menewaskan 22 orang dan melukai 24 orang, penemuan manifesto rasis yang mungkin terkait dengan pelaku penembakan telah mendorong ideologi supremasi kulit putih menjadi semakin menonjol.",0,1,0,0
"Gedung Putih tidak menanggapi permintaan komentar. Gedung Putih telah membela Miller dalam pernyataan sebelumnya kepada media, dan mengangkat latar belakang Yahudi Miller dalam pembelaan tersebut.",1,0,0,0
"Saat membawa senjata api, Anda memiliki kekuatan tertinggi dalam kendali Anda.",0,0,1,1
"Perdana Menteri Selandia Baru Jacinda Ardern bulan lalu mengatakan dia bingung dengan kegagalan Amerika dalam mengesahkan undang-undang senjata yang lebih ketat, meskipun ada gelombang penembakan massal yang terjadi di seluruh negeri selama beberapa dekade terakhir.",1,0,0,0
"Sisi kedua diwakili oleh pemberi pinjaman, yang – dalam pandangan saya – tidak berbuat banyak dalam menilai kemampuan seseorang untuk membayar kembali pinjaman mahasiswanya. Jika seorang siswa meminjam untuk mendaftar dalam suatu program, batasan jumlah pinjaman cukup tinggi ketika pinjaman federal dan swasta digabungkan.",1,0,0,0
Namun yang patut dicatat adalah bahwa Partai Demokrat juga bermuka dua dalam pengendalian senjata.,0,0,1,0
"Secara praktis, Trump ingin melakukan transisi dari pembatasan penerimaan pengungsi secara drastis menjadi penghentian penerimaan pengungsi secara efektif.",1,0,0,1
"Hal ini menimbulkan kekhawatiran bahwa geng-geng dapat mengeksploitasi migran tidak berdokumen yang sudah berada di negara tersebut untuk mendapatkan tenaga kerja murah, sebuah praktik yang sudah mapan namun ilegal yang dikenal sebagai “caporalato” yang oleh seorang pakar PBB disebut sebagai bentuk perbudakan modern.",0,1,0,0
"Presiden Donald Trump dalam sebuah wawancara pada hari Selasa mengejek mantan Wakil Presiden Joe Biden karena terus memakai masker. Presiden merujuk pada pidato yang disampaikan Biden pada hari Selasa tentang hubungan ras, di mana mantan wakil presiden itu melepas maskernya.",0,0,1,0
"Dan sementara negara-negara bagian seperti Massachusetts—antara lain—secara otomatis membatalkan utang jika peminjam meninggal atau menjadi cacat, New Jersey telah memilih jalan yang berbeda, mendorong pelajar untuk membeli asuransi jiwa untuk menutupi utang mereka dan membebaskan para penandatangan jika terjadi kecelakaan. sebuah tragedi",1,0,0,0
"Presiden Donald Trump mengatakan pada hari Rabu bahwa ia akan menjadi pemimpin AS pertama yang menghadiri March for Life, salah satu protes anti-aborsi terbesar di AS, secara langsung pada akhir pekan ini. Langkah ini kemungkinan besar akan dilihat sebagai upaya presiden untuk menarik dukungan dari kelompok evangelisnya di saat terjadi kekacauan politik yang sengit.",1,0,0,0
"Ketika tim nasional wanita Amerika Serikat meraih gelar Piala Dunia keempat mereka pada hari Minggu, para penggemar di seluruh New York City berkumpul di tempat minum dan pesta pertandingan, memberikan nada optimis tentang masa depan olahraga wanita.",0,1,0,0
"Trump, yang kritis terhadap perang Irak, dalam sebuah tweet menyebut Powell “sangat kaku.” Powell adalah mantan perwira tinggi militer terbaru yang menegur Trump setelah terjadinya protes massal yang bertujuan memerangi ketidakadilan rasial yang dipicu oleh kematian seorang pria kulit hitam tak bersenjata pada tanggal 25 Mei di Minnesota.",0,1,0,0
"Omar yakin USA Powerlifting mendiskriminasi laki-laki yang mengidentifikasi dirinya sebagai perempuan transgender, berdasarkan “mitos” bahwa mereka memiliki “keunggulan kompetitif langsung” dibandingkan perempuan biologis.",0,0,1,0
"Kami berbicara dengan Varshini Prakash, pendiri Sunrise Movement, sebuah kelompok iklim yang dipimpin oleh kaum muda yang telah menduduki dan melakukan lobi di kantor-kantor kongres, mengambil risiko ditangkap untuk menuntut penerapan Green New Deal dan kepemimpinan iklim yang berani.",1,0,0,0
"Kekerasan yang dipicu oleh nasionalisme kulit putih sedang meningkat, namun FBI lambat untuk menyebutnya sebagai terorisme domestik.",1,0,0,1
Undang-undang tersebut mengakhiri hukuman pidana bagi aborsi mandiri dan – dalam kasus bayi dalam kandungan yang menjadi korban pembunuhan – mendefinisikan “orang” sebagai “manusia yang telah dilahirkan dan hidup.”,0,0,1,1
Proposal untuk merestrukturisasi program pembayaran kembali atau memasukkan ke dalam rekening pensiun tidak mencegah siswa mengambil pinjaman siswa dalam jumlah yang berbahaya.,0,0,1,0
"Seperti Green New Deal yang mahal dan kontroversial, yang disponsori bersama oleh Booker dalam bentuk resolusi Senat, rencana Booker bertujuan untuk mengatasi perubahan iklim dan kesenjangan ekonomi.",0,0,1,0
"Eksploitasi mafia terhadap imigran di lahan pertanian di Italia kemungkinan akan meningkat karena lockdown akibat virus corona menyebabkan kekurangan tenaga kerja yang kronis, demikian peringatan pemerintah dan kelompok hak buruh.",0,1,0,0
"Setelah mengancam Iran melalui serangkaian tweet beberapa jam sebelumnya, Trump tampak ingin meredakan ketegangan.",0,1,0,0
"Presiden Donald Trump mengatakan bahwa pemungutan suara melalui surat adalah hal yang “mengerikan” dan “korup” karena “potensi penipuan pemilih yang sangat besar” membantu Partai Demokrat memenangkan pemilu. Namun pengawas pemilu tingkat daerah di negara bagian asalnya, Florida – tempat ia baru-baru ini memberikan suaranya melalui surat – tidak setuju, dan melakukan segala yang mereka bisa untuk memastikan negara bagian yang penting ini dapat menyelenggarakan pemilu yang aman selama pandemi virus corona.",1,0,0,0
"Program visa federal yang mengizinkan pelajar internasional untuk bekerja di perusahaan-perusahaan di Amerika Serikat setelah lulus tampaknya telah dieksploitasi oleh perusahaan palsu yang memberikan verifikasi pekerjaan palsu, menurut investigasi NBC News/NBC Bay Area.",1,0,0,0
"Kelas pekerja Amerika, seperti mereka yang merupakan mayoritas penduduk South Bend, mengalami kenaikan upah terbesar di Amerika dibandingkan dengan semua kelompok demografi ekonomi lainnya – yang merupakan akibat langsung dari pengetatan pasar tenaga kerja oleh Trump.",0,0,1,0
Trump secara terbuka menyerang Jerman – bahkan pada tahun lalu mengancam akan mengenakan tarif pada mobil asing yang dijual di AS – karena defisit perdagangan.,0,0,1,0
Karier superstar asal Brasil ini merupakan bukti atas apa yang mungkin terjadi dalam sepak bola wanita — dan juga merupakan pengingat betapa sedikitnya perhatian yang masih diterima oleh olahraga ini.,1,0,0,0
Emilie Kao melanjutkan bahwa olahraga perempuan telah dirusak oleh gerakan transgender.,0,0,1,0
Pemerintahan Trump terus menyangkal temuan perubahan iklim dan membuat laporan ilmiah tidak dapat diakses oleh publik.,1,0,0,0
"Para aktivis yang berencana memasang papan reklame anti-vaksinasi yang penuh dengan misinformasi di jalan-jalan California, membayarnya melalui penggalangan dana Facebook, meskipun ada tindakan keras di seluruh platform terhadap kampanye semacam itu.",1,0,0,0
"Para pendukung kompensasi yang lebih baik dan hak-hak buruh bagi atlet perguruan tinggi telah memukul NCAA di berbagai bidang selama dekade terakhir, dengan tuntutan hukum federal, upaya untuk membentuk serikat pekerja, undang-undang di gedung-gedung negara bagian dan Kongres, dan liga-liga baru yang bertujuan untuk bersaing mendapatkan atlet papan atas dengan membayar. mereka lebih dari yang diizinkan oleh NCAA.",1,0,0,1
"Selama beberapa tahun terakhir, para pakar kebijakan pendidikan yang konservatif dan libertarian telah memperingatkan agar sistem voucher tidak mendukung beasiswa kredit pajak dan rekening tabungan pendidikan, yang cenderung tidak menyeret peraturan dan mandat sekolah negeri ke ranah swasta.",0,0,1,0
"Beban utang bagi mereka yang mengejar sekolah hukum atau kedokteran pasti akan lebih tinggi, dan mungkin melebihi utang yang dimiliki oleh lulusan sarjana.",0,0,1,1
"Penjelasan mengenai pengambilan keputusan Trump ini, yang didasarkan pada seorang pejabat senior pertahanan serta beberapa pejabat lain di pemerintahan Trump, memberikan wawasan tentang bagaimana presiden tersebut mendorong tindakan yang paling cepat dan paling ekstrem, sementara para penasihat di Pentagon mencoba membujuknya untuk mengambil tindakan yang paling cepat dan paling ekstrem. pendekatan yang lebih moderat akan berhasil.",0,0,1,0
Namun kelompok yang skeptis terhadap vaksin telah menyebabkan wabah campak dan batuk rejan.,1,0,0,0
"Gubernur Greg Abbott pada hari Selasa dalam sebuah wawancara TV menjelaskan mengapa Texas akan menjadi satu-satunya negara bagian yang menolak pengungsi yang mencari pemukiman kembali, dengan mengatakan bahwa kelompok bantuan yang bekerja dengan pengungsi seharusnya memprioritaskan warga Texas lainnya yang membutuhkan, termasuk populasi tuna wisma di negara bagian tersebut. .",1,0,0,1
Namun para penentangnya berpendapat bahwa meminta anak di bawah umur untuk menegosiasikan sistem hukum ketika mereka sudah merasa takut dan malu dapat mendorong mereka melakukan aborsi ilegal.,1,0,0,0
Partai Demokrat secara efektif menasionalisasi industri pinjaman mahasiswa pada tahun 2010 dengan mentransfer delapan juta pinjaman ke tangan pemerintah federal.,0,0,1,0
"Seolah-olah rak-rak toko kelontong yang tandus dan kekacauan sehari-hari di tengah penyebaran virus corona belum cukup, para calon penyewa properti liburan di Southwest Florida telah ditolak pengembalian dananya oleh para pemilik properti di Naples dan Fort Myers Beach, yang juga dihadapkan pada kesulitan keuangan mereka sendiri.",0,1,0,1
"Kerugian tersebut terbukti dalam laporan Departemen Tenaga Kerja AS, yang menunjukkan hanya kurang dari 3 juta klaim pengangguran baru pada minggu lalu, sehingga total klaim dalam tujuh minggu menjadi lebih dari 36 juta.",0,1,0,0
"Trump dilaporkan mengatakan kepada para penasihatnya dalam pertemuan “yang kontroversial” pada hari Senin bahwa dia ingin mengerahkan sebanyak 10.000 pasukan Garda Nasional ke Washington, menurut laporan Reuters. Namun Menteri Pertahanan Mark Esper, Ketua Kepala Staf Gabungan Mark Milley dan Jaksa Agung William Barr dilaporkan menolak hal tersebut.",1,0,0,0
"Di sisi lain, benar juga bahwa laki-laki sering menggunakan kedok “itu bukan aku, ini dunia” untuk menghalangi impian dan ambisi perempuan, dan seringkali untuk alasan yang mementingkan diri sendiri.",1,0,0,0
"Kematian layanan pos akan membuat warga Amerika tidak dapat memilih, membayar tagihan, mengajukan paspor, mendapatkan resep, mengirim surat, menerima pengembalian pajak, mengumpulkan Jaminan Sosial, dan mengirimkan barang mulai dari emas batangan hingga jenazah yang dikremasi.",1,0,0,0
"Dia mengulangi kritiknya terhadap tanggapan presiden terhadap virus corona setelah debat, dengan mengatakan bahwa Trump tidak kompeten.",0,0,1,0
"Seorang pendeta Katolik di Rhode Island yang melarang anggota parlemen negara bagian yang mendukung undang-undang hak aborsi untuk menerima komuni di gerejanya, menegaskan kembali pendiriannya, dengan mengatakan bahwa aborsi lebih buruk daripada pedofilia.",1,0,0,0
"Bloomberg tidak merujuk pada lelucon tertentu. ABC News melaporkan pada bulan Desember bahwa mereka memperoleh salinan buklet setebal 32 halaman yang didistribusikan di sebuah pesta pada tahun 1990 yang memuat pernyataan seksis Bloomberg, yang dilaporkan disusun oleh rekan-rekannya.",0,1,0,0
